# 484.0 Entries, integral = 414.0
# x	y	dy
85.25	0.0048309178744	0.00341597478834
85.75	0.00966183574879	0.0048309178744
86.25	0.00724637681159	0.00418369760282
86.75	0.00966183574879	0.0048309178744
87.25	0.0193236714976	0.00683194957668
87.75	0.0289855072464	0.00836739520565
88.25	0.0289855072464	0.00836739520565
88.75	0.0289855072464	0.00836739520565
89.25	0.048309178744	0.0108022607609
89.75	0.0676328502415	0.0127814072998
90.25	0.115942028986	0.0167347904113
90.75	0.0942028985507	0.015084536228
91.25	0.173913043478	0.02049584873
91.75	0.12077294686	0.0170798739417
92.25	0.0869565217391	0.0144927536232
92.75	0.048309178744	0.0108022607609
93.25	0.0458937198068	0.0105287414095
93.75	0.0265700483092	0.0080111709912
94.25	0.0144927536232	0.00591664189078
94.75	0.0193236714976	0.00683194957668
95.25	0.130434782609	0.0177499256723
